AccID	138011N	138011T	138228N	138228T	138239N	138239T
LOC107984089	0	0	0	0	0	0
VN1R34P	0	0	0	0	0	0
SQSTM1	1089	3102	1589	1106	1345	33786
PTOV1-AS1	0	0	0	0	0	0
LOC145783	25	6	5	33	13	19
PTOV1-AS2	10	2	3	20	8	38
TMEM31	0	0	0	1	0	0
TMEM25	81	47	115	97	51	2
TMEM26	25	1	17	9	17	6
TMEM27	105	20	108	6	69	0
VN1R31P	0	0	0	0	0	0
LOC107984059	0	0	0	0	0	0
TRT-AGT1-3	0	0	0	0	0	0
LLPHP1	0	0	0	0	0	0
LLPHP2	0	0	0	0	0	0
VN1R32P	0	0	0	0	0	0
LOC107984063	0	2	2	0	0	0
TMEM17	3	10	3	2	3	0
LOC107984069	0	0	0	0	0	0
TMEM11	9	5	12	20	8	46
TMEM18	21	16	19	26	15	81
TMEM19	77	117	64	133	78	38
ZNF512B	113	372	114	137	96	437
LOC107984032	0	0	0	0	0	0
LOC107984033	0	0	0	0	0	0
LOC107984030	0	0	0	0	0	0
LOC107984031	0	0	1	0	2	0
LOC107984036	0	1	0	1	1	1
LOC107984037	0	1	1	0	1	0
LOC107984034	0	0	0	0	0	0
LOC107984035	1	1	0	0	0	0
VN1R37P	0	0	0	0	0	0
LOC107984038	0	0	1	0	0	0
LOC107984039	0	0	0	0	0	0
C15orf59-AS1	0	0	0	0	0	0
LOC107984040	0	0	0	0	0	0
LOC107984043	1	0	0	2	2	0
LOC107984044	0	0	0	0	0	0
LOC107984041	2	11	0	3	2	0
LOC107984042	0	0	0	0	0	0
LOC107984048	0	0	0	0	0	0
VN1R38P	0	0	0	0	0	0
USP27X	0	0	0	0	0	0
LOC107984010	0	0	0	0	0	0
LOC107984011	0	0	0	0	0	0
LOC107984014	0	0	0	0	0	0
LOC107984015	0	0	0	0	0	0
LOC107984012	0	0	0	0	0	0
LOC107984013	0	0	0	0	0	0
LOC107984018	0	0	0	0	0	0
LOC107984019	1	1	0	4	0	0
LOC107984016	0	0	0	0	0	0
LOC107984017	0	0	0	0	0	0
VN1R35P	0	0	0	0	0	0
MEF2AP1	0	0	0	0	0	0
LOC107984021	0	0	0	0	0	0
LOC107984022	0	0	0	0	0	0
LOC107984020	0	0	2	2	0	0
LOC107984025	0	0	0	0	0	0
LOC107984026	44	37	32	31	37	5
LOC107984023	0	0	0	0	0	0
LOC107984024	0	0	0	0	0	0
LOC107984029	0	0	0	0	0	0
LOC107984027	0	0	0	11	0	0
LOC107984028	0	0	0	0	0	0
VN1R36P	0	0	0	0	0	0
GDI2P2	0	0	0	0	0	0
RNVU1-3	0	0	0	0	0	0
ERRFI1	337	245	202	29	471	146
RNVU1-4	0	0	0	0	0	0
RNVU1-6	0	0	0	0	0	0
RNVU1-1	0	0	0	0	0	0
HSP90AB6P	0	0	0	0	0	0
GDI2P1	0	0	0	0	0	0
AADACL2	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0
KIF21A	397	869	460	324	536	306
KIF21B	84	102	59	330	108	1894
HSP90AB5P	0	0	0	0	0	0
ST6GAL1	1423	2533	1553	253	1280	789
ST6GAL2	55	6	21	7	14	3
RSAD2	33	16	65	66	44	10
SFMBT1	154	210	126	147	157	78
SFMBT2	88	21	63	197	98	73
RSAD1	47	90	67	88	61	146
LOC107984000	0	0	0	0	0	0
LOC107984003	0	0	0	0	0	0
LOC107984004	0	0	0	0	0	0
LOC107984001	0	0	1	0	0	0
LOC107984002	0	0	2	0	0	0
LOC107984007	0	0	0	0	0	0
LOC107984008	0	0	0	0	0	3
LOC107984005	0	0	0	0	0	0
LOC107984006	1	0	4	2	6	1
KIF20A	3	40	11	195	7	208
KIF20B	103	126	79	200	142	125
LOC107984009	0	0	0	0	0	0
MIR3156-1	0	0	0	0	0	0
MIR3156-2	0	0	0	0	0	0
MIR3156-3	0	0	0	0	0	0
PIEZO1P1	0	0	0	0	0	0
PIEZO1P2	0	0	0	0	0	0
TGOLN2	234	318	231	317	171	280
OR7E23P	0	0	0	0	0	0
OR7E21P	0	0	0	0	0	0
IGHVII-30-1	0	0	0	0	0	0
HSP90AB7P	0	0	0	0	0	0
MRPL40P1	0	0	0	0	0	0
RNVU1-7	0	0	0	0	0	0
RNVU1-8	0	0	0	0	0	0
OR7E22P	0	0	0	0	0	0
PTGDR2	0	0	0	0	0	0
LOC100996455	0	0	0	0	0	0
EDA2R	6	2	4	3	2	6
LARP1B	421	370	683	129	770	70
VN1R41P	0	0	0	0	0	0
AADACP1	9	39	3	0	35	3
OR7E25P	0	0	0	0	0	0
TRT-AGT1-1	0	0	0	0	0	0
TRT-AGT1-2	0	0	0	0	0	0
PSMA2P1	0	0	0	0	0	0
PSMA2P2	0	0	0	0	0	0
PSMA2P3	0	0	0	0	0	0
HNRNPUP1	0	0	0	0	0	0
CYP4A44P	0	0	0	0	0	0
VN1R42P	0	0	0	0	0	0
SAGE1	0	1	0	0	0	0
MIR128-1	0	0	0	0	0	0
MIR128-2	0	0	0	0	0	0
RAMP2	15	0	8	11	7	9
RAMP3	14	5	9	4	8	6
LOC100996476	0	0	0	0	0	0
CYP4A43P	0	0	0	0	0	0
STAMBPL1	60	43	21	29	43	15
CAMK2N1	55	84	28	162	45	77
LOC100996478	0	0	0	0	0	0
CAMK2N2	0	0	0	0	0	0
LOC100996483	0	0	0	0	0	0
VN1R40P	0	0	0	0	0	0
NKX2-1-AS1	0	0	0	0	0	0
KIF26A	11	3	5	2	7	3
KIF26B	5	0	1	192	3	16
OR7E26P	0	0	0	0	0	0
RAMP1	9	49	9	28	5	76
TRMEP1	0	0	0	0	0	0
LOC100996419	1	1	2	1	0	0
LOC100996414	0	0	0	0	0	0
LOC100996415	0	0	0	0	0	0
LOC100996413	0	0	0	0	0	0
OR7E29P	0	0	0	0	0	0
OSTF1	124	85	130	109	167	54
NPSR1-AS1	0	0	0	0	0	0
LOC100996428	0	0	0	0	0	0
HNRNPUL1	434	751	496	1738	569	2919
HNRNPUL2	171	211	248	576	269	916
OR7E28P	0	0	0	0	0	0
LOC100996432	0	0	0	0	0	0
NKAPL	0	0	0	0	0	0
CALHM1	0	0	0	0	0	0
CALHM2	22	9	10	48	14	46
LOC100996437	2	1	0	3	0	0
LOC100996442	1	2	1	0	1	0
CALHM3	0	0	0	0	0	0
LOC100996447	0	0	0	0	0	0
HSP90AB2P	0	0	0	0	0	0
IGKV3OR22-2	0	0	0	0	0	0
CCDC37-AS1	0	0	0	0	0	0
DNAJA1P3	0	0	0	0	0	0
DNAJA1P4	0	0	0	0	0	0
DNAJA1P1	0	0	0	0	0	0
DNAJA1P2	0	0	0	0	0	0
DNAJA1P5	0	0	0	0	0	0
DNAJA1P6	0	0	0	0	0	0
HSP90AB4P	0	0	0	0	0	0
LOC253573	0	0	0	0	0	0
HMMR-AS1	0	0	0	0	0	0
HSP90AB3P	0	1	0	0	0	0
LOC100996404	0	0	0	0	0	0
LOC100996401	0	0	0	0	0	0
TRG-GCC5-1	0	0	0	0	0	0
SYNE1-AS1	0	0	0	0	0	0
TRRAP	1326	1217	982	3621	1331	2392
COL12A1	692	274	188	1076	311	647
RN7SKP160	0	0	0	0	0	0
TRS-CGA3-1	0	0	0	0	0	0
RN7SKP161	0	0	0	0	0	0
RN7SKP168	0	0	0	0	0	0
RN7SKP169	0	0	0	0	0	0
ZXDA	1	0	0	1	0	0
RN7SKP166	0	0	0	0	0	0
RN7SKP167	0	0	0	0	0	0
MYL6P4	0	0	0	0	0	0
RN7SKP164	0	0	0	0	0	0
RN7SKP165	0	0	0	0	0	0
MYL6P5	0	0	0	0	0	0
RN7SKP162	0	0	0	0	0	0
ZXDB	0	8	2	0	0	7
MYL6P2	0	0	0	0	0	0
MYL6P3	0	0	0	0	0	0
RN7SKP163	0	0	0	0	0	0
ZXDC	140	158	110	175	91	214
RNU6-206P	0	0	0	0	0	0
MYL6P1	0	0	0	0	0	0
VN1R29P	0	0	0	0	0	0
IER5	0	0	0	1	0	0
NFRKB	207	210	174	547	176	240
IER2	0	0	0	0	0	0
IER3	0	0	0	0	0	0
RN7SKP150	0	0	0	0	0	0
RN7SKP157	0	0	0	0	0	0
RN7SKP158	0	0	0	0	0	0
RN7SKP155	0	0	0	0	0	0
RN7SKP156	0	0	0	0	0	0
RN7SKP153	0	0	0	0	0	0
RN7SKP154	0	0	0	0	0	0
RN7SKP151	0	0	0	0	0	0
RN7SKP152	0	0	0	0	0	0
LOC649352	0	0	0	0	0	0
RNU6-205P	0	0	0	0	0	0
FLJ22763	3	3	8	0	7	0
HPRT1	149	105	168	247	254	89
CNTN4-AS1	1	0	0	0	0	0
RN7SKP159	0	0	0	0	0	0
CNTN4-AS2	0	0	0	0	0	0
POM121	160	377	261	437	257	573
NOLC1	89	160	138	172	160	482
LINC00268-2P	0	0	0	0	0	0
RN7SKP146	0	0	0	0	0	0
RN7SKP147	0	0	0	0	0	0
RN7SKP144	0	0	0	0	0	0
RN7SKP145	0	0	0	0	0	0
CHST11	6	3	2	44	10	46
RN7SKP142	0	0	0	0	0	0
RN7SKP143	0	0	0	0	0	0
CHST12	7	0	0	4	2	4
RN7SKP140	0	0	0	0	0	0
RNU6-208P	0	0	0	0	0	0
RN7SL113P	0	0	0	0	0	0
CHST10	2	6	7	59	7	32
RN7SKP141	0	0	0	0	0	0
CHST15	188	95	63	113	100	167
VN1R27P	0	0	0	0	0	0
CHST13	13	5	14	3	10	20
CHST14	0	0	0	0	0	0
RN7SKP148	0	0	0	0	0	0
SERF2	171	248	199	589	196	604
RN7SKP149	0	0	0	0	0	0
LOC723805	0	0	0	0	0	0
RN7SKP135	0	0	0	0	0	0
RN7SKP136	0	0	0	0	0	0
RN7SKP133	0	0	0	0	0	0
RN7SKP134	0	0	0	0	0	0
RN7SKP131	0	0	0	0	0	0
RN7SKP132	0	0	0	0	0	0
RN7SKP130	0	0	0	0	0	0
RNU6-207P	0	0	0	0	0	0
VN1R28P	0	0	0	0	0	0
RN7SKP139	0	0	0	0	0	0
RN7SKP137	0	0	0	0	0	0
LOC100418888	0	0	0	0	0	0
LOC100418884	0	0	0	0	0	0
LOC100418885	0	0	0	0	0	0
LOC100418882	0	0	0	0	0	0
LOC100418883	0	0	0	0	0	0
MCTS2P	0	3	3	8	2	2
ARMC4P1	0	5	0	5	0	3
MRC2	300	60	139	593	235	492
RN7SKP124	0	0	0	0	0	0
RN7SKP125	0	0	0	0	0	0
RN7SKP122	0	0	0	0	0	0
RN7SKP123	0	0	0	0	0	0
RN7SKP120	0	0	0	0	0	0
RN7SKP121	0	0	0	0	0	0
RN7SL111P	0	0	0	0	0	0
MRC1	1277	160	1936	468	3005	351
RN7SKP128	0	0	0	0	0	0
RNU6-202P	0	0	0	0	0	0
RN7SKP129	0	0	0	0	0	0
RN7SKP126	0	0	0	0	0	0
RN7SKP127	0	0	0	0	0	0
LOC100418898	0	0	0	0	0	0
ANKRD26P2	0	0	0	0	0	0
IFNGR1	308	380	289	620	387	102
ANKRD26P3	0	0	0	0	0	0
IFNGR2	145	8	7	36	8	39
ANKRD26P1	0	25	0	0	0	0
ANKRD26P4	0	0	0	0	0	0
RN7SKP113	0	0	0	0	0	0
MRAP	0	1	0	0	0	0
RN7SKP114	0	0	0	0	0	0
RN7SKP111	0	0	0	0	0	0
RN7SL110P	0	0	0	0	0	0
RN7SKP112	0	0	0	0	0	0
MRAS	15	8	6	88	12	13
RN7SKP110	0	0	0	0	0	0
HCLS1	252	83	292	719	487	257
RN7SKP119	0	0	0	0	0	0
RN7SKP117	0	0	0	0	0	0
RNU6-201P	0	0	0	0	0	0
RN7SKP118	0	0	0	0	0	0
RN7SKP115	0	0	0	0	0	0
RN7SKP116	0	0	0	0	0	0
SF3B4	31	150	70	425	85	1336
SF3B5	0	0	0	0	0	0
SF3B2	453	529	597	1504	531	2983
SF3B3	872	730	781	1688	962	3147
SF3B6	166	250	157	194	264	151
NOTCH2NL	17	23	17	38	20	97
RN7SKP102	0	0	0	0	0	0
RN7SKP103	0	0	0	0	0	0
RN7SKP100	0	0	0	0	0	0
RN7SKP101	0	0	0	0	0	0
RN7SKP108	0	0	0	0	0	0
RNU6-204P	0	0	0	0	0	0
RN7SKP109	0	0	0	0	0	0
RN7SKP106	0	0	0	0	0	0
SF3B1	2918	3313	2138	3942	3226	2378
RN7SKP107	0	0	0	0	0	0
RN7SKP104	0	0	0	0	0	0
RN7SKP105	0	0	0	0	0	0
SF3A3	226	315	299	597	371	408
SF3A1	283	409	356	623	334	1218
SF3A2	74	95	35	240	64	296
NOTCH2P1	0	0	0	0	0	0
MORN1	17	18	25	81	25	49
MORN4	5	3	1	12	1	5
MORN5	0	0	0	0	0	0
MORN2	13	25	20	110	37	4
MORN3	3	0	0	5	2	0
HYLS1	1	1	0	1	0	1
LOC105616981	0	0	0	0	0	0
RNU6-203P	0	0	0	0	0	0
ITGA2B	3	0	1	6	0	0
VN1R21P	0	0	0	0	0	0
MREG	33	44	25	24	35	5
CACNB1	13	7	6	56	16	39
CACNB2	26	3	2	9	9	15
CACNB3	19	9	1	62	9	35
CACNB4	2	0	0	4	4	8
HLFP1	0	0	0	0	0	0
VN1R22P	0	0	0	0	0	0
LOC100526736	0	0	0	0	0	0
MRI1	80	50	66	162	35	75
SAFB2	170	244	243	419	232	629
RNU6-200P	0	0	0	0	0	0
GCSAM	2	0	0	7	8	1
ZZEF1	858	667	818	1028	936	937
VN1R20P	0	0	0	0	0	0
SNAI3-AS1	2	6	1	1	2	8
ITGA10	39	19	13	21	14	43
MIR1295A	0	0	0	0	0	0
MIR1295B	0	0	0	0	0	0
ITGA11	43	55	15	756	51	240
LOC100996291	0	0	1	1	0	0
SRXN1	5	19	3	11	8	254
LOC145845	1	2	2	0	0	0
DUSP19	4	1	1	2	2	0
DUSP18	4	5	4	12	2	39
OR2AF1P	0	0	0	0	0	0
DUSP15	1	4	1	26	0	3
DUSP16	4	15	0	9	21	8
DUSP13	0	0	0	0	0	0
LOC100996294	0	0	0	0	1	0
DUSP14	5	0	0	3	0	0
DUSP11	131	135	83	190	172	62
ALDH1L1-AS2	0	0	3	0	2	0
DUSP12	33	55	31	69	35	83
DUSP10	54	56	54	59	37	84
ALDH1L1-AS1	1	0	0	1	0	0
SLC2A13P1	0	0	0	0	0	0
VN1R25P	0	0	0	0	0	0
REXO1	97	95	86	142	102	375
DUSP28	2	7	6	7	3	8
REXO2	128	153	138	191	119	51
DUSP26	1	0	0	0	1	2
DUSP27	0	0	0	0	0	0
REXO4	1	3	1	1	1	5
DUSP22	48	53	62	100	53	38
DUSP23	17	44	21	55	8	473
DUSP21	0	0	0	0	0	0
VN1R26P	0	0	0	0	0	0
BRCC3P1	0	0	0	1	0	0
MRLN	0	0	0	0	0	0
MRM1	0	2	0	0	1	2
MRM2	8	7	6	25	8	35
MRM3	26	6	23	9	21	45
DCAF15	40	35	29	133	35	114
CACNG6	0	0	0	17	0	0
CACNG7	0	0	0	0	0	0
DCAF16	18	18	11	47	23	55
CACNG8	0	0	0	0	0	0
DCAF17	65	71	47	110	55	30
DCAF10	123	120	91	174	101	57
CACNG1	0	0	0	0	0	2
CACNG2	0	0	0	0	0	0
DCAF11	1270	2346	1535	710	1146	655
VN1R23P	0	0	0	0	0	0
DCAF12	116	110	133	350	147	163
CACNG3	0	0	0	0	0	0
DCAF13	112	179	114	250	150	402
CACNG4	0	0	0	4	0	10
CACNG5	0	0	0	0	1	0
OR7E41P	0	0	0	0	0	0
DDHD2	249	256	207	480	268	110
DDHD1	107	159	61	236	145	67
SERHL	0	0	2	0	0	0
VN1R24P	0	0	0	0	0	0
HSP90AA4P	0	0	0	0	0	0
HPSE2	0	0	0	1	0	0
LOC100996375	0	0	0	0	0	0
LOC100996379	3	0	0	0	0	0
SERPINB8P1	0	0	0	0	0	0
RIMKLBP1	0	0	0	0	0	0
RIMKLBP2	0	0	0	0	0	0
OR7E33P	0	0	0	0	0	0
OR7E31P	0	0	0	0	0	0
HSP90AA3P	0	0	0	0	0	0
LOC100996384	0	0	0	0	0	0
LOC100996385	0	0	0	0	0	0
TELO2	127	121	102	386	68	970
IGSF8	186	618	195	328	169	2494
IGSF5	5	0	1	16	2	0
IGSF6	54	22	72	65	101	26
GRPEL2-AS1	0	0	0	0	0	0
IGSF3	10	73	2	149	5	285
IGSF1	5	17	0	0	3	14
HSP90AA6P	0	0	0	0	0	0
IGSF9	43	19	143	86	70	581
LOC100418906	0	0	0	0	0	0
OR7E35P	0	0	0	0	0	0
COILP1	0	0	0	0	0	0
COILP2	0	0	0	0	0	0
HSP90AA5P	0	0	0	0	0	0
CENPBD1	0	0	1	0	0	0
MIR129-1	0	0	0	0	0	0
MIR129-2	0	0	0	0	0	0
MRS2	133	146	117	418	117	203
LOC100996333	0	0	0	0	0	0
ZNF101P1	0	0	0	0	0	0
ZNF101P2	0	0	0	0	0	0
SERP2	6	3	4	4	6	2
SERP1	188	120	126	264	137	145
LOC100996338	0	0	0	1	0	0
LOC100996335	0	0	0	0	0	0
KIF13A	510	814	487	773	593	1170
KIF13B	661	739	824	928	952	367
TRT-AGT2-2	0	0	0	0	0	0
RPARP-AS1	6	7	3	4	1	2
OR7E37P	0	0	0	0	0	0
HYMAI	0	0	0	0	0	0
LOC100996345	0	0	0	0	0	0
LOC100996342	0	0	0	0	0	0
VN1R30P	0	0	0	0	0	0
LOC100996349	0	0	0	0	0	0
MAPRE3	63	144	67	43	70	249
MAPRE1	184	194	185	603	282	508
OR7E36P	0	0	0	0	0	0
MRRF	83	71	91	83	82	110
MAPRE2	154	142	86	130	156	148
IFI6	109	445	316	685	69	138
LOC100996351	0	0	0	0	1	0
OR7E39P	0	0	0	0	0	0
TRT-AGT2-1	0	0	0	0	0	0
ENSAP1	0	0	0	0	0	0
ENSAP2	0	0	0	0	0	0
LOC100996364	0	0	0	0	0	0
ENSAP3	0	0	0	0	0	0
LOC100996365	0	0	0	0	0	0
LOC100996362	0	0	0	0	0	0
LOC100996361	0	1	0	1	0	0
OR7E38P	0	0	0	0	0	0
LOC100418965	0	0	0	0	0	0
LOC100418961	0	0	0	0	0	0
VTRNA2-2P	0	0	0	0	0	0
VIM2P	0	0	0	0	0	0
MTND2P25	0	0	0	0	0	0
MTND2P26	0	0	0	0	0	0
MTND2P23	0	0	0	0	0	0
MTND2P24	0	0	0	0	0	0
MTND2P21	0	0	0	0	0	0
MTND2P22	0	0	0	0	0	0
MTND2P20	0	0	0	0	0	0
EFTUD2	329	345	339	1554	355	2137
MTND2P18	0	0	0	0	0	0
MTND2P19	0	0	0	0	0	0
MTND2P16	0	0	0	0	0	0
MTND2P17	0	0	0	0	0	0
LOC100418973	0	0	0	0	0	0
MTND2P14	0	0	0	0	0	0
MTND2P15	0	0	0	0	0	0
MTND2P12	0	0	0	0	0	0
MTND2P13	0	0	0	0	0	0
MTND2P10	0	0	0	0	0	0
MTND2P11	0	0	0	0	0	0
PTCHD3P1	0	0	0	0	0	0
PTCHD3P2	0	0	0	0	0	0
PTCHD3P3	0	0	0	0	0	0
OXA1L	458	891	670	565	690	1105
KIF16B	218	273	130	356	226	317
LOC100418987	0	0	0	0	0	0
MTND2P40	0	0	0	0	0	0
LOC100418988	0	0	0	0	0	0
LOC100418986	0	0	0	0	0	0
PRH1-PRR4	3	3	2	7	5	4
PSORS1C3	0	0	0	0	0	0
ADIPOR1	297	510	361	579	276	706
ADIPOR2	224	378	299	181	308	141
PSORS1C1	0	0	0	2	0	0
PSORS1C2	0	0	0	0	0	0
PCSK1N	0	0	0	82	0	0
LOC100996318	0	0	0	0	0	0
LOC100996316	0	2	0	0	2	0
MTND2P38	0	0	0	0	0	0
MTND2P39	0	0	0	0	0	0
DMAP1	120	91	76	186	74	200
LOC100418989	0	0	0	0	0	0
LOC100418997	0	0	1	0	0	0
LOC100418992	0	0	0	0	0	0
LOC100418993	0	0	0	0	0	0
MTND2P36	0	0	0	0	0	0
LOC100418990	0	0	0	0	0	0
LOC100418991	0	0	0	0	0	0
MTND2P37	0	0	0	0	0	0
MTND2P34	0	0	0	0	0	0
MTND2P35	0	0	0	0	0	0
MTND2P32	0	0	0	0	0	0
RN7SL108P	0	0	0	0	0	0
MTND2P33	0	0	0	0	0	0
MTND2P30	0	0	0	0	0	0
MTND2P31	0	0	0	0	0	0
KIF18A	7	17	5	227	11	33
RALYL	4	0	0	0	2	0
SYNDIG1L	0	0	0	0	0	0
KIF18B	6	8	7	360	2	381
MTND2P29	0	0	0	0	0	0
MTND2P27	0	0	0	0	0	0
LOC100996324	0	0	0	0	0	0
LOC100996325	0	0	0	0	0	0
MTND2P28	2	5	2	0	4	1
RN7SL107P	0	0	0	0	0	0
LOC100418928	0	0	0	0	0	0
LOC100418923	0	0	0	0	0	0
MUM1L1	1	3	0	79	1	0
ARAP2	601	460	408	804	765	135
ARAP3	89	44	58	231	62	118
ARAP1	841	941	1336	1889	1221	2224
RN7SL106P	0	0	0	0	0	0
IFNG	4	0	0	14	0	2
IFNE	0	0	0	0	0	0
IFNK	0	0	0	0	0	0
KCNQ1DN	0	0	0	0	0	0
LOC100418938	0	0	0	0	0	0
LOC100418939	0	0	0	0	0	0
TRG-GCC4-1	0	0	0	0	0	0
HSP90AA2P	0	0	0	0	0	0
LOC100418940	0	0	0	0	0	0
RN7SL105P	0	0	0	0	0	0
LOC100286746	0	0	0	0	0	0
RN7SL104P	0	0	0	0	0	0
PHOSPHO2-KLHL23	10	40	10	9	8	10
LOC100418959	0	0	0	0	0	0
LOC100418956	0	0	0	0	0	0
LOC100418957	0	0	0	0	0	0
RNU7-97P	0	0	0	0	0	0
PTPDC1	12	18	10	47	18	23
COMTD1	8	14	12	10	9	122
CAPNS1	429	649	500	1554	453	1827
CAPNS2	0	0	0	0	0	0
WRBP1	0	0	0	0	0	0
SP2-AS1	1	0	0	2	0	3
GOLGA4P1	0	0	0	0	0	0
UNC5A	0	0	0	0	0	2
UNC5B	92	29	33	234	64	398
RNU7-96P	0	0	0	0	0	0
UNC5C	83	10	12	35	43	28
UNC5D	0	0	0	0	0	0
GOLGA4P2	0	0	0	0	0	0
RNU6-1170P	0	0	0	0	0	0
GOLGA4P3	0	0	0	0	0	0
DDIT3	25	20	18	43	15	102
DDIT4	28	18	9	38	11	97
UNC50	109	129	90	134	88	18
TRL-AAG7-1	0	0	0	0	0	0
FAXDC2	321	482	265	41	211	60
RNU7-95P	0	0	0	0	0	0
IGF2-AS	0	0	0	0	0	0
KCNQ1OT1	1	1	0	10	0	3
NSRP1P1	0	0	0	0	0	0
RNU7-94P	0	0	0	0	0	0
L1CAM	19	1	1	29	16	2
MOV10	383	396	415	553	361	1162
HYOU1	33	90	23	190	23	49
DZIP1	125	18	16	750	76	14
DZIP3	208	165	109	227	170	74
MIR130A	0	0	0	0	0	0
MIR130B	0	0	0	1	0	0
CYP4F10P	0	0	0	0	0	0
RNU6-1174P	0	0	0	0	0	0
MIR1304	0	0	0	0	0	0
MIR1305	0	0	0	0	0	0
MIR1306	0	0	0	0	0	0
MIR1307	0	0	0	0	0	0
MIR1301	0	0	0	0	0	0
MIR1303	0	0	0	0	0	0
TRUB1	60	88	89	66	66	97
TRUB2	73	53	103	63	67	221
EMX2OS	0	0	0	0	0	0
RNU6-1171P	0	0	0	0	0	0
RNU7-99P	0	0	0	0	0	0
TRK-CTT3-1	0	0	0	0	0	0
BMP8A	2	1	0	13	0	26
BMP8B	0	23	0	11	1	20
RNU6-1172P	0	0	0	0	0	0
ARCN1	337	525	537	723	708	259
HPVC1	0	0	0	0	0	0
MTCH1	267	347	229	790	219	1118
MTCH2	404	692	588	382	443	423
RNU6-1177P	0	0	0	0	0	0
MSI1	5	41	0	0	7	9
LOC105371568	0	0	0	0	0	0
LOC105371569	0	0	0	0	0	0
MSI2	76	102	45	235	54	197
LOC105371573	0	0	0	0	0	0
LOC105371574	0	0	0	0	0	0
LOC105371578	3	7	3	0	1	9
RNU6-1178P	0	0	0	0	0	0
LOC105371570	0	0	0	0	0	0
MFAP1P1	0	0	0	0	0	0
LOC105371559	0	0	0	0	0	0
LOC105371557	0	0	0	0	0	0
MIR133B	0	0	0	0	0	0
MSH6	116	205	228	610	164	301
LOC105371562	0	0	0	0	0	0
VMAC	3	0	7	14	3	6
LOC105371560	0	0	0	0	0	0
LOC105371561	0	0	0	0	0	0
MSH2	191	239	95	501	169	77
LOC105371566	19	3	34	2	21	0
MSH3	566	776	566	368	713	175
LOC105371567	0	0	0	0	0	0
MSH4	3	9	2	1	3	5
RNU6-1179P	0	0	0	0	0	0
MSH5	0	0	0	0	0	0
MIR1343	0	0	0	0	0	0
LINC00163	0	0	0	0	0	0
FAM222A-AS1	0	3	2	1	0	1
LINC00160	0	0	0	4	0	0
LINC00161	0	0	0	0	0	0
RNU6-1175P	0	0	0	0	0	0
BRE-AS1	0	0	0	0	0	0
RAP1B	219	230	289	514	426	92
LOC105371595	0	0	0	0	0	0
RAP1A	269	274	254	240	319	148
LOC105371597	0	0	0	0	0	0
LOC105371598	0	0	0	0	0	0
LOC105371591	0	0	0	0	0	0
LOC105371592	0	0	0	0	0	0
LINC00158	0	0	0	2	0	0
LOC105371590	0	0	0	0	1	0
LINC00159	0	0	0	0	0	0
LINC00152	13	14	10	62	7	57
NOP14	163	436	288	335	331	1036
NOP16	8	45	45	25	21	216
RNU6-1176P	0	0	0	0	0	0
RFXANK	31	39	34	142	43	379
LOC105371579	0	0	0	0	0	0
RPL13P10	0	0	0	0	0	0
G6PC2	0	0	0	0	0	0
LOC105371582	0	0	0	0	0	0
LOC105371583	0	0	0	0	0	0
G6PC3	38	32	32	231	30	101
MIR1322	0	0	0	0	0	0
MIR1323	0	0	0	0	0	0
LOC105371589	0	0	0	0	0	0
LOC105371586	0	0	0	0	1	0
MIR1324	0	0	0	0	0	0
MIR1321	0	0	0	0	0	0
LOC105371580	0	0	0	0	0	0
LOC105371581	0	0	0	0	0	0
NOP10	17	27	38	59	29	64
BMP10	17	0	20	0	10	0
MTCL1	24	10	21	360	13	107
DYSF	519	306	737	897	642	1271
LOC105371526	0	0	0	0	0	0
LOC105371525	1	0	0	0	0	0
TCEB1P27	0	0	0	0	0	0
MSLN	0	0	0	92	3	20
TCEB1P28	0	0	0	0	0	0
BICD1	20	26	10	122	18	93
BIRC6-AS2	0	0	0	0	0	0
BICD2	72	74	118	279	141	398
TCEB1P29	0	0	0	0	0	0
LOC105371529	0	0	0	0	1	0
BMP15	0	0	0	0	0	0
UNC80	1	1	0	6	6	1
TCEB1P23	0	0	0	0	0	0
LOC105371530	0	0	0	0	0	0
TCEB1P24	0	0	0	0	0	0
TCEB1P26	0	0	0	0	0	0
LOC105371533	0	0	0	0	0	0
TCEB1P20	0	0	0	0	0	0
TCEB1P21	0	0	0	0	0	0
LOC105371531	0	0	0	0	0	0
TCEB1P22	0	0	0	0	0	0
LOC105371532	0	0	0	0	0	0
MSMB	0	0	0	0	0	0
MSL2	29	40	28	66	31	26
LOC105371516	0	0	0	0	0	0
MSL3	98	106	91	279	123	66
LOC105371517	0	0	0	0	0	0
MSL1	155	138	126	247	181	293
TCEB1P34	0	0	0	0	0	0
TCEB1P35	0	0	0	0	0	0
HIF1AP1	0	0	0	0	0	0
TCEB1P30	0	0	0	0	0	0
TCEB1P31	0	0	0	0	0	0
TCEB1P32	0	0	0	0	0	0
LOC105371520	0	0	0	0	0	0
LOC105371521	0	0	0	0	0	0
BMP2K	233	188	185	354	316	110
LOC105371547	0	0	0	0	0	0
LOC105371551	0	0	0	0	0	0
LOC105371552	0	0	0	0	0	0
LOC129026	0	0	0	0	0	0
LOC105371553	0	0	0	0	0	0
LOC105371554	0	0	0	0	0	0
LINC00116	8	6	16	10	4	3
LINC00112	0	0	0	0	0	0
